id,type,model,status,lost_by,date,nearest_location,geo,unit,tags
45541,Drones,Orion UCAV,Destroyed,Russia,2026-06-23,"Kerch airport, Kerch","45.365891,36.409181",,Loitering
45542,Drones,Orion UCAV,Destroyed,Russia,2026-06-23,"Kerch airport, Kerch","45.365200,36.414459",,Loitering
45957,Towed artillery,Unknown towed artillery,Destroyed,Russia,2026-06-23,"Kolodiazi, Kramatorsk raion","49.118600,37.867600",,
46238,Transport,GAZ-33081 'Eger-II',Destroyed,Russia,2026-06-23,"Kupiansk raion, Kharkiv oblast",,,"Z, Cope cage, ◇"
46851,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-06-23,"Rozdolivka, Bakhmut raion","48.746955,38.087927",,Jammer
45487,Self-propelled artillery,152mm 2S19(M1) 'Msta-S',Destroyed,Russia,2026-06-24,"Vysokii, Krasnaya raion","50.74856,35.49315",,Additional armour
45528,Rocket and missile artillery,220mm 9P140 BM-27 (for 9K57 'Uragan'),Destroyed,Russia,2026-06-24,"Polohy raion, Zaporizhzhia oblast",,,"Cope cage, Loitering, Jammer"
45529,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-06-24,"Kherson raion, Kherson oblast",,,
45536,Transport,Ural-4320,Destroyed,Russia,2026-06-24,Luhansk oblast,,,
45577,Other,'Kuryer' logistics UGV,Destroyed,Russia,2026-06-24,"Kherson raion, Kherson oblast",,,
45621,Towed artillery,152mm 52-P-546 D-20 gun-howitzer,Destroyed,Russia,2026-06-24,"Chasiv Yar, Bakhmut raion","48.600340,37.893380",,
46002,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-06-24,Donetsk oblast,,,
46168,Transport,KamAZ 6x6,Destroyed,Russia,2026-06-24,"Grayvoron raion, Belgorod oblast",,,
46169,Transport,KamAZ 6x6,Destroyed,Russia,2026-06-24,"Grayvoron raion, Belgorod oblast",,,
45532,Infantry fighting vehicles,BTR-82AT,Destroyed,Russia,2026-06-25,South Ukraine,,,"Cope cage, Loitering, Jammer"
45533,Transport,KamAZ 4x4,Destroyed,Russia,2026-06-25,"Novooleksandrivka, Skadovsk raion","46.284116,33.450195",,Additional armour
45534,Transport,KamAZ 6x6,Destroyed,Russia,2026-06-25,"Kalanchak, Skadovsk raion","46.282001,33.273737",,∆
45535,Transport,KamAZ 6x6,Destroyed,Russia,2026-06-25,South Ukraine,,,Loitering
45537,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-06-25,Donetsk oblast,,,
45576,Other,'Kuryer' logistics UGV,Destroyed,Russia,2026-06-25,,,,Shattered
45618,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2026-06-25,"Novoekonomichne, Pokrovsk raion","48.333860,37.331570",,Cope cage
45546,Tanks,T-64*,Destroyed,Russia,2026-06-26,"Polohy raion, Zaporizhzhia oblast",,,"Mine plow/roller, Jammer, Turtle, Removed turret, Hedgehog"
45575,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2026-06-26,"Borisovka raion, Belgorod oblast",,,
45579,Drones,Orion UCAV,Destroyed,Russia,2026-06-26,"Ivanivka, Kerch raion","45.305493,36.288550",,
45623,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-06-26,"Novovasylivka, Pokrovsk raion","48.177370,37.055690",,Cope cage
45688,Self-propelled artillery,152mm 2S19(M1) 'Msta-S',Destroyed,Russia,2026-06-26,"Novoolenivka, Pokrovsk raion","48.142000,37.083330",,Cope cage
45548,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-06-27,"Svatove raion, Luhansk oblast",,,
45549,Transport,ZiL-131,Destroyed,Russia,2026-06-27,"Svatove raion, Luhansk oblast",,,"Z, ◇"
45550,Transport,Ural-4320,Destroyed,Russia,2026-06-27,"Svatove raion, Luhansk oblast",,,"Z, ◇, Jammer, Additional armour"
45603,"Radars, jammers",36D6 ST-68U surveillance radar,Damaged,Russia,2026-06-27,"Feodosiia, Feodosiia raion",,,Loitering
45613,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-06-27,"Kolodiazi, Kramatorsk raion","49.119220,37.868390",,
45614,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-06-27,"Makiivka, Svatove raion","49.222680,38.031330",237th Guards Tank Regiment,
45615,Transport,ZiL-131,Destroyed,Russia,2026-06-28,"Polohy raion, Zaporizhzhia oblast",,,
45819,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-06-28,"Pokrovsk raion, Donetsk oblast",,,
46367,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-06-28,"Volnovakha raion, Donetsk oblast",,,"Cope cage, Jammer"
45612,Transport,KamAZ 6x6 fuel tanker,Destroyed,Russia,2026-06-29,Crimea,,,Loitering
45616,Transport,KrAZ-255B,Destroyed,Russia,2026-06-30,"Malynivka, Pokrovsk raion","48.320611,37.465277",,
45617,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-06-30,"Svatove raion, Luhansk oblast",,,
45628,Transport,Ural-4320,Destroyed,Russia,2026-06-30,"Obilne, Kalmiuske raion","47.839344,37.888233",,"Cope cage, Loitering"
45629,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2026-06-30,"Novoekonomichne, Pokrovsk raion","48.339970,37.309150",,
46256,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-06-30,"Kupiansk raion, Kharkiv oblast",,,"Z, Cope cage"
46693,Other,'Kuryer' logistics UGV,Destroyed,Russia,2026-06-30,"Luhove, Vasylivka raion","47.500081,35.335704",,
46697,Engineering,BREM-1(M) armoured recovery vehicle,Destroyed,Russia,2026-06-30,"Vasylivka raion, Zaporizhzhia oblast",,,Cope cage
45651,Transport,UAZ-452,Destroyed,Russia,2026-07-01,"Kupiansk raion, Kharkiv oblast",,,"T, Jammer"
45660,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-01,,,,"Cope cage, Jammer"
45972,Transport,ZiL-131,Destroyed,Russia,2026-07-01,"Novoekonomichne, Pokrovsk raion","48.319640,37.336920",,"Cope cage, Additional armour"
45973,Self-propelled artillery,152mm 2S19(M1) 'Msta-S',Destroyed,Russia,2026-07-01,"Novoekonomichne, Pokrovsk raion","48.317080,37.334450",,"Cope cage, Additional armour"
45974,Towed artillery,152mm 2A36 'Giatsint-B' field gun,Destroyed,Russia,2026-07-01,"Soledar, Bakhmut raion","48.720430,38.032800",,
45652,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-02,"Polohy raion, Zaporizhzhia oblast",,,Jammer
45661,Other,'Omich(-2)' multifunctional UGV,Destroyed,Russia,2026-07-02,"Kupiansk raion, Kharkiv oblast",,,
45662,Self-propelled artillery,152mm 2S19(M1) 'Msta-S',Destroyed,Russia,2026-07-02,"Zaporizhzhia, Pokrovsk raion","48.092768,36.994132",,"Cope cage, Additional armour"
45663,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-02,"Skadovsk, Skadovsk raion","46.125028,32.926444",,"Jammer, ∆, ▲"
45664,Infantry fighting vehicles,MT-LB(V),Destroyed,Russia,2026-07-02,"Sumy raion, Sumy oblast",,,"Cope cage, Hedgehog"
45698,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-02,"Kramatorsk raion, Donetsk oblast",,,
45700,Towed artillery,Unknown towed artillery,Destroyed,Russia,2026-07-02,"Volnovakha raion, Donetsk oblast",,,
45971,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-07-02,"Novotroitske (Pokrovsk hromada), Pokrovsk raion","48.195890,37.081770",,
45685,Anti-aircraft systems,9A331M TLAR (for 9K332 'Tor-M2'),Damaged,Russia,2026-07-03,"Smyrnove, Polohy raion","47.205988,36.527509",,Loitering
45696,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-03,"Polohy raion, Zaporizhzhia oblast",,,
45697,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-03,"Polohy raion, Zaporizhzhia oblast",,,
45725,Transport,Ural-4320,Destroyed,Russia,2026-07-03,"Berezove, Volnovakha raion","47.767056,37.591156",,"Cope cage, Loitering"
45701,Transport,'Ulan' all-terrain vehicle,Damaged,Russia,2026-07-04,"Polohy raion, Zaporizhzhia oblast",,,
45760,Transport,Ural-4320,Destroyed,Russia,2026-07-04,"Zapovitne, Vasylivka raion","47.390088,34.622214",,Cope cage
45761,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-04,"Piatykhatka, Perekop raion","46.048172,33.727030",,"Cope cage, ∆, ▲"
45968,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-07-04,"Torske (Lyman hromada), Kramatorsk raion","48.987960,38.000510",,
45814,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-05,"Pokrovsk raion, Donetsk oblast",,,Cope cage
45815,Other,'Kuryer' mine-laying UGV,Destroyed,Russia,2026-07-05,"Kramatorsk raion, Donetsk oblast",,,
45834,Drones,Supercam S350 reconnaissance UAV,Captured,Russia,2026-07-05,,,,
46139,Towed artillery,152mm 2A36 'Giatsint-B' field gun,Destroyed,Russia,2026-07-05,"Bohdanivske, Kupiansk raion","49.88193,37.76932",,
45759,Anti-aircraft systems,51P6 TEL (for 40R6 S-400 'Triumf'),Destroyed,Russia,2026-07-06,"Kosenki, Mglin raion","53.14548,32.70747",,Loitering
45763,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-06,,,,"Cope cage, Additional armour"
45956,Tanks,T-62MV Obr. 2022,Destroyed,Russia,2026-07-06,"Myrnohrad, Pokrovsk raion","48.316200,37.258450",,"Cope cage, Jammer"
46171,Transport,ZiL-131,Destroyed,Russia,2026-07-06,"Novoheorhiivka, Synelnykove raion","47.860473,36.582111",,Jammer
46368,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-06,"Polohy raion, Zaporizhzhia oblast",,,
45765,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2026-07-07,Kharkiv oblast,,,"Cope cage, Additional armour"
45766,Transport,Ural-4320-7810 'Motovoz-M',Destroyed,Russia,2026-07-07,"Obilne, Kalmiuske raion","47.819029,37.908444",,Loitering
45775,Engineering,PTS(-M) tracked amphibious transport,Destroyed,Russia,2026-07-07,"Chuhuiv raion, Kharkiv oblast",,,Cope cage
45792,"Radars, jammers",Antenna vehicle (for 1RL131 P-18 'Terek' early warning radar),Destroyed,Russia,2026-07-07,"Chervone Pole, Berdiansk raion","47.076917,37.079250",,
45954,Transport,Unknown truck,Destroyed,Russia,2026-07-07,"Novoekonomichne, Pokrovsk raion","48.331220,37.334940",,
46587,Transport,ATS-59G artillery tractor,Destroyed,Russia,2026-07-07,"Pokrovsk raion, Donetsk oblast",,,Cope cage
45784,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2026-07-08,South Ukraine,,,
45791,Airplanes,Su-35S multirole aircraft,Destroyed,Russia,2026-07-08,"Mistky, Svatove raion","49.37989,38.52026",,
45797,Transport,Ural-4320,Destroyed,Russia,2026-07-08,"Skadovsk raion, Kherson oblast",,,
45798,Transport,Ural-4320 fuel tanker,Destroyed,Russia,2026-07-08,"Skadovsk raion, Kherson oblast",,,"Cope cage, ∆, ▲, Additional armour"
45808,Transport,Ural-4320,Destroyed,Russia,2026-07-08,"Zaporizhzhia, Pokrovsk raion","48.111677,36.996499",,
45817,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.327740,37.459801",,Cope cage
45822,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.327622,37.459951",,Jammer
45823,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.326114,37.460825",,
45824,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.325941,37.460940",,
45825,Transport,ZiL-131,Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.325516,37.461209",,"Expanded cabin, Additional armour"
45826,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.330041,37.458128",,
45827,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.329780,37.458333",,Cope cage
45828,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.327870,37.459701",,
45835,Drones,Supercam S350 reconnaissance UAV,Captured,Russia,2026-07-08,,,,
46021,Transport,UAZ-39094 'Fermer',Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.329976,37.458213",,Jammer
46691,Transport,GAZ-66,Destroyed,Russia,2026-07-08,"Malynivka, Pokrovsk raion","48.329780,37.458333",,
45803,Anti-aircraft systems,KamAZ 6x6 with ZU-23 AA gun,Destroyed,Russia,2026-07-09,Luhansk oblast,,,Additional armour
45816,Self-propelled artillery,120mm 2S9 'Nona-S',Destroyed,Russia,2026-07-09,,,,
45958,Towed artillery,152mm 2A36 'Giatsint-B' field gun,Destroyed,Russia,2026-07-09,"Chervonopopivka, Siverskodonetsk raion","49.150540,38.124800",,Loitering
46439,Transport,ATS-59G artillery tractor,Destroyed,Russia,2026-07-09,East Ukraine,,,"Cope cage, Jammer, Additional armour, Hedgehog"
45821,Transport,KamAZ 6x6 fuel tanker,Destroyed,Russia,2026-07-10,"Inzivka, Berdiansk raion","46.732144,36.072569",,"Cope cage, Flipped"
45831,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-10,"Kramatorsk raion, Donetsk oblast",,,Jammer
45841,Infantry fighting vehicles,Unknown IFV,Destroyed,Russia,2026-07-10,"Vovchansk, Chuhuiv raion","50.302250,36.928444",,"Mine plow/roller, Cope cage, Expanded cabin, Hedgehog"
46307,Transport,KamAZ 6x6 fuel tanker,Destroyed,Russia,2026-07-10,"Inzivka, Berdiansk raion",,,
45842,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-11,"Polohy raion, Zaporizhzhia oblast",,,
45889,Towed artillery,122mm 2A18 D-30 howitzer,Destroyed,Russia,2026-07-11,"Yampil, Kramatorsk raion","48.948869,38.030128",,
46145,Tanks,Unknown T-80 Obr. 2022,Destroyed,Russia,2026-07-11,"Fedorivka, Volnovakha raion","47.943841,36.776824",,"Cope cage, Jammer, Hedgehog"
45846,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-12,"Malynivka, Pokrovsk raion",,,
45847,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-12,"Malynivka, Pokrovsk raion","48.334027,37.457962",,
45848,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-12,"Vodiane Druhe, Kramatorsk raion","48.326681,37.481701",,Cope cage
45849,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-12,"Vodiane Druhe, Kramatorsk raion","48.327204,37.482871",,Cope cage
45850,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-12,"Vodiane Druhe, Kramatorsk raion","48.326410,37.480929",,Jammer
45852,Rocket and missile artillery,MT-LB(V) with Type-75 MRL,Destroyed,Russia,2026-07-12,,,,"Cope cage, Improvised, Additional armour"
40782,Tanks,Unknown T-80 Obr. 2022,Destroyed,Russia,2026-07-13,"Novopavlivka, Synelnykove raion","48.134353,36.796447",80th Guards Tank Regiment,"Cope cage, Hedgehog"
45884,Anti-aircraft systems,5P85SM2-01 TEL (for 40R6 S-400 'Triumf'),Destroyed,Russia,2026-07-13,"Cheliadinove, Kerch raion","45.221111,36.367278",,Loitering
45886,Towed artillery,152mm 2A36 'Giatsint-B' field gun,Destroyed,Russia,2026-07-13,"Kramatorsk raion, Donetsk oblast",,,Loitering
45888,Tanks,T-80BV,Destroyed,Russia,2026-07-13,"Pokrovsk raion, Donetsk oblast",,,"Cope cage, Additional armour"
46086,Other,'Omich(-2)' multifunctional UGV,Damaged,Russia,2026-07-13,"Kramatorsk raion, Donetsk oblast",,,
46199,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-13,"Pokrovsk raion, Donetsk oblast",,,
46200,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-13,"Pokrovsk raion, Donetsk oblast",,,
46852,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-13,"Rozdolivka, Bakhmut raion","48.747065,38.088022",,"Cope cage, Jammer"
45891,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-14,"Pokrovsk raion, Donetsk oblast",,,Cope cage
45892,Infantry mobility vehicles,KamAZ-53949 'Feniks',Destroyed,Russia,2026-07-14,"Malynivka, Pokrovsk raion","48.346930,37.462395",Southern Military District,Cope cage
45893,Vessels,Project 22460 'Okhotnik' class patrol ship,Destroyed,Russia,2026-07-14,"Gelendzhik, Gelendzhik okrug","44.564728,37.993238",BOKhR-PS-FSB (Russian Coast Guard),"Loitering, Underwater"
45905,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-14,"Polohy raion, Zaporizhzhia oblast",,,Cope cage
45906,Rocket and missile artillery,122mm 9P138 (for 9K55 'Grad-1'),Destroyed,Russia,2026-07-14,"Oleksiivka, Volnovakha raion","48.033074,36.945537",,"Cope cage, Jammer"
46018,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-15,"Kramatorsk raion, Donetsk oblast",,,
46011,Airplanes,Tu-95MS strategic bomber,Destroyed,Russia,2026-07-16,"Engels-2 airbase, Engels raion","51.484034,46.211824",,Loitering
46014,Tanks,Unknown T-72 Obr. 2022,Destroyed,Russia,2026-07-16,"Kramatorsk raion, Donetsk oblast",,,"Mine plow/roller, Cope cage, Additional armour, Hedgehog"
46015,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-16,Zaporizhzhia oblast,,,
46016,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-16,Zaporizhzhia oblast,,,
46013,Transport,Ural-4320,Destroyed,Russia,2026-07-17,"Kramatorsk raion, Donetsk oblast",,,
46091,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-17,Kursk oblast,,,Additional armour
46092,Drones,'Orlan-10' reconnaissance UAV,Captured,Russia,2026-07-17,,,,Damaged
46437,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-17,"Alchevsk raion, Luhansk oblast",,,Loitering
46787,Transport,Ural-4320,Damaged,Russia,2026-07-17,,,,"Loitering, Jammer, Additional armour"
46023,Other,'Omich(-2)' multifunctional UGV,Damaged,Russia,2026-07-18,"Serebrianka reserve, Siverskodonetsk raion",,,
46370,Other,'Kuryer' logistics UGV,Destroyed,Russia,2026-07-18,,,,Flipped
46081,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2026-07-19,Kursk oblast,,,"Cope cage, ◇, Jammer, ✕"
46099,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2026-07-19,"Shevchenko Pershe, Pokrovsk raion","48.381137,37.420216",,Shattered
46132,Transport,ZiL-131,Destroyed,Russia,2026-07-19,Donetsk oblast,,,Cope cage
46024,Anti-aircraft systems,9A331M TLAR (for 9K332 'Tor-M2'),Destroyed,Russia,2026-07-20,"Beregovoy, Yeysk raion","46.682171,38.117693",,Loitering
46080,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-20,Zaporizhzhia oblast,,,Loitering
46083,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2026-07-20,"Zaoleshenka, Sudzha raion","51.222439,35.239730",,"Cope cage, Jammer"
46322,"Radars, jammers",1L119 'Nebo-SVU' multi-functional radar,Damaged,Russia,2026-07-20,"Yeysk airbase, Yeysk","46.685697,38.231491",,Loitering
46097,Transport,Ural-63706-0122 'Tornado-U',Destroyed,Russia,2026-07-21,"Kostiantynivka, Melitopol raion","46.820786,35.483303",Eastern Military District,"Loitering, Jammer"
46098,Transport,Ural-4320,Destroyed,Russia,2026-07-21,"Siverskodonetsk raion, Luhansk oblast",,,
46100,Infantry mobility vehicles,Remdiesel Z-STS 'Akhmat',Destroyed,Russia,2026-07-21,"Pokrovsk raion, Donetsk oblast",,,"Cope cage, Jammer, Additional armour"
46103,Transport,Ural-63706-0122 'Tornado-U',Destroyed,Russia,2026-07-22,Zaporizhzhia oblast,,,"Loitering, Jammer"
46104,Transport,ZiL-131,Destroyed,Russia,2026-07-22,"Rivnopil (Velyka Novosilka hromada), Volnovakha raion","47.793146,36.667506",,"Shattered, Cope cage"
46106,Transport,KamAZ 8x8,Destroyed,Russia,2026-07-22,"Dzhankoi airbase, Dzhankoi","45.708978,34.423719",,Loitering
46137,Tanks,T-72B3 Obr. 2022,Destroyed,Russia,2026-07-22,"Kupiansk raion, Kharkiv oblast",,,Cope cage
46157,Tanks,T-72B3A,Abandoned,Russia,2026-07-22,"Shakhove, Pokrovsk raion","48.459253,37.350268",,"Cope cage, Damaged"
46158,Tanks,T-72B3A,Destroyed,Russia,2026-07-22,"Volodymyrivka, Pokrovsk raion","48.447931,37.341165",,Cope cage
46159,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2026-07-22,"Fedorivka, Pokrovsk raion","48.381048,37.306925",,Cope cage
46163,Transport,Ural-4320,Destroyed,Russia,2026-07-22,Belgorod oblast,,,"Shattered, Cope cage"
46165,Tanks,T-72B3A,Destroyed,Russia,2026-07-22,"Maiak, Pokrovsk raion",,,Cope cage
46211,Transport,ZiL-131,Destroyed,Russia,2026-07-22,"Rivnopil (Velyka Novosilka hromada), Volnovakha raion","47.793366,36.667319",,
46700,Tanks,T-90M 'Proryv',Abandoned,Russia,2026-07-22,"Shakhove, Pokrovsk raion","48.457848,37.351469",228th Motor Rifle Regiment,"Cope cage, Hedgehog"
46925,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-22,"Myrnohrad, Pokrovsk raion","48.284261,37.268283",,
46926,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-22,"Myrnohrad, Pokrovsk raion","48.283991,37.268386",,
46140,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,2026-07-23,"Kupiansk raion, Kharkiv oblast",,,Turretless
46141,Transport,KrAZ-255-based vehicle,Abandoned,Russia,2026-07-23,"Vovchansk, Chuhuiv raion","50.296278,36.935286",,"Damaged, Improvised"
46147,Tanks,Unknown tank,Destroyed,Russia,2026-07-23,"Preobrazhenka, Pokrovsk raion","48.116648,36.972534",,"Cope cage, Jammer"
46148,Tanks,T-72*,Destroyed,Russia,2026-07-23,"Horikhove, Pokrovsk raion","48.079056,36.914361",,"Cope cage, Jammer"
46149,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-23,"Ilovaisk, Donetsk raion",,,Loitering
46150,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-23,"Ilovaisk, Donetsk raion",,,Loitering
46151,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-23,"Pokrovsk raion, Donetsk oblast",,,
46152,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-23,"Pokrovsk raion, Donetsk oblast",,,
46154,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2026-07-24,"Nova Poltavka, Kramatorsk raion","48.375610,37.481352",,"Cope cage, Jammer, Additional armour"
46155,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2026-07-24,"Kramatorsk raion, Donetsk oblast",,,
46694,Transport,ZiL-131,Destroyed,Russia,2026-07-25,"Novodarivka, Polohy raion","47.790028,36.647472",,Jammer
46212,Transport,ZiL-131,Destroyed,Russia,2026-07-26,"Polohy raion, Zaporizhzhia oblast",,,
46213,Towed artillery,152mm 2A36 'Giatsint-B' field gun,Destroyed,Russia,2026-07-26,"Polohy raion, Zaporizhzhia oblast",,,
46210,Transport,Ural-4320,Destroyed,Russia,2026-07-27,"Velyka Novosilka, Volnovakha raion","47.854875,36.842471",,
46217,Transport,Unknown truck,Destroyed,Russia,2026-07-27,Belgorod oblast,,,Cope cage
46361,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-27,,,,
46214,Transport,'Ulan' all-terrain vehicle,Destroyed,Russia,2026-07-28,"Komar, Volnovakha raion","47.971694,36.771694",,Jammer
46215,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-28,"Komar, Volnovakha raion","47.971659,36.771636",,Cope cage
46216,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-28,"Vremivka, Volnovakha raion","47.839090,36.789580",,"Cope cage, Jammer"
46224,Tanks,T-72B3 Obr. 2025,Destroyed,Russia,2026-07-28,Belgorod oblast,,,"Turtle, Hedgehog"
46229,Infantry mobility vehicles,GAZ-233014 'Tigr',Destroyed,Russia,2026-07-28,,,119th Guards Airborne Regiment,"Cope cage, Jammer, Additional armour"
46223,Tanks,Unknown T-72 Obr. 2022,Destroyed,Russia,2026-07-29,Belgorod oblast,,,"Cope cage, ◇, ✕, Hedgehog"
46225,Anti-aircraft systems,9A316 TEL (for 9K317 'Buk-M2'),Destroyed,Russia,2026-07-30,,,,Loitering
46226,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,2026-07-30,,,,Cope cage
46230,Self-propelled artillery,152mm 2S44 'Giatsint-K',Destroyed,Russia,2026-07-30,"Tavilzhanka, Kupiansk raion","49.851859,37.755541",,"Cope cage, Additional armour"
46239,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-30,"Shevchenka, Berdiansk raion","46.788859,36.578544",,"Loitering, ∆, ▲"
46231,Engineering,REM-KL recovery vehicle,Destroyed,Russia,2026-07-31,"Holubivka (Alchevsk hromada), Alchevsk raion","48.375571,38.533925",,"Cope cage, Loitering"
46232,Transport,KamAZ 6x6,Destroyed,Russia,2026-07-31,"Holubivka (Alchevsk hromada), Alchevsk raion","48.375583,38.533917",,"Cope cage, Loitering"
46241,Transport,Ural-4320,Destroyed,Russia,2026-07-31,"Dmytrivka, Berdiansk raion","46.790361,36.590694",,"Loitering, Jammer"
46249,Tanks,Unknown tank,Destroyed,Russia,2026-07-31,"Zatyshshia, Polohy raion","47.70475,36.30498",,Loitering
46253,Infantry fighting vehicles,MT-LB(V),Destroyed,Russia,2026-07-31,"Kramatorsk raion, Donetsk oblast",,,"Cope cage, Jammer, Expanded cabin, Additional armour"
46254,Transport,GAZ-66,Destroyed,Russia,2026-07-31,"Kramatorsk raion, Donetsk oblast",,57th Motor Rifle Regiment,"Z, ☐"
46255,Transport,'Ulan-2' all-terrain vehicle,Destroyed,Russia,2026-07-31,"Yablunivka, Kramatorsk raion",,,Jammer
46309,Infantry fighting vehicles,BMP-1 or -2,Destroyed,Russia,2026-07-31,"Polohy raion, Zaporizhzhia oblast",,,"Cope cage, Expanded cabin, Removed turret"
46248,Transport,KamAZ 6x6,Destroyed,Russia,2026-08-02,"Prymorsk, Berdiansk raion","46.746152,36.355262",,"Z, ☐, Flipped"
46250,Self-propelled artillery,152mm 2S5 'Giatsint-S',Destroyed,Russia,2026-08-02,"Balka Zhuravka (Nevske), Svatove raion","49.167659,37.972762",,Cope cage
46251,Transport,ZiL-131,Destroyed,Russia,2026-08-02,"Polohy raion, Zaporizhzhia oblast",,,
46252,Transport,Ural-4320,Destroyed,Russia,2026-08-02,"Bakhmut raion, Donetsk oblast",,,"Cope cage, Jammer"
